Source,Name,RSS feed URLs (where available),Type,Topic,Source or Referring 2,Editorial Slant,AllSides Rating,Pew Rating,BU_Libraries_ideology_score,Facebook_paper_ideology_score,AdFontes Bias,AdFontes Bias Score,AdFontes Reliability,AdFontes Reliability Score,Associated Twitter Handle,Associated Publisher,Text Aliases,Description,Position (if explicit),wiki_url,wiki_summary_city,wiki_summary_country,Country,Region,Twitter_bio,Est number of pages
https://www.therecord.com,The Record,,News Source,International,Referring,,,,,,,,,,@WR_Record,The Record,,Waterloo region news,,,,,Canada,NAmerica,,
http://regionaltimes.com,The Regional Daily Times of Sindh,,News Source,International,Referring,,,,,-0.9487,,,,,@regionaltimes,The Regional Daily Times of Sindh,,,,https://en.wikipedia.org/wiki/The_Regional_Times_of_Sindh,Hyderabad,Pakistan,Pakistan,Asia,,
http://richmondfreepress.com,The Richmond Free Press,,News Source,International,Referring,,,,,-0.9487,,,,,@FreePressRVA,The Richmond Free Press,,"Virginia news, African american comm.",,https://en.wikipedia.org/wiki/Richmond_Free_Press,Richmond,,United States,NAmerica,,
https://rightcoast.typepad.com,The Right Coast,,News Source,International,Referring,,,,,,,,,,,The Right Coast,,Law professor blog,,,,,United States,NAmerica,,
http://www.royalgazette.com,The Royal Gazette,,News Source,International,Referring,,,,,,,,,,@TheRoyalGazette,The Royal Gazette,,Bermuda news,,,,,Bermuda,LAmerica,,
https://www.sltrib.com,The Salt Lake Tribune,,News Source,International,Referring,,,,,,,,,,@sltrib,The Salt Lake Tribune,,,,https://en.wikipedia.org/wiki/The_Salt_Lake_Tribune,Salt Lake,,United States,NAmerica,,
https://www.sfchronicle.com,The San Francisco Chronicle,,News Source,International,Referring,,,,,,,,,,@sfchronicle,The San Francisco Chronicle,,,,https://en.wikipedia.org/wiki/San_Francisco_Chronicle,San Francisco,United States,United States,NAmerica,,
https://www.santafenewmexican.com,The Santa Fe New Mexican,,News Source,International,Referring,,,,,,,,,,"@thenewmexican",The Santa Fe New Mexican,,NM news,,,,,United States,NAmerica,,
https://www.scotsman.com,The Scotsman,,News Source,International,Referring,,,,,,,,,,@TheScotsman,The Scotsman,,Scottish daily news,,https://en.wikipedia.org/wiki/The_Scotsman,Edinburgh,,Scotland,Europe,,
https://www.spectator.co.uk,The Spectator,,News Source,International,Referring,,,,,,,,,,@spectator,The Spectator,,UK based,,https://en.wikipedia.org/wiki/The_Spectator,David,,United Kingdom,Europe,,
https://www.state-journal.com,The State Journal,,News Source,International,Referring,,left-center,,,,,,,,@statejournal,The State Journal,,Kentucky news,,https://en.wikipedia.org/wiki/The_State_Journal,Charleston,United States,United States,NAmerica,,
https://www.thestate.com,The State Journal,,News Source,International,Referring,,,,,,,,,,@thestate,The State Journal,,South Carolina news,,https://en.wikipedia.org/wiki/The_State_Journal,Charleston,,United States,NAmerica,,
http://thestatesman.com,The Statesman,,News Source,International,Referring,,,,,-0.9487,,,,,@TheStatesmanLtd,The Statesman,,Indian news site,,,,,India,Asia,,
http://thesun.co.uk,The Sun,,News Source,International,Referring,,,,,,,,,,@thesun,The Sun,,UK gossip/celebrity news,,,,,United Kingdom,Europe,,
https://www.thetelegram.com,The Telegram,,News Source,International,Referring,,,,,,,,,,@StJohnsTelegram,The Telegram,,NFLD land news,,,,,Canada,NAmerica,,
https://www.thetimes.co.uk,The Times,,News Source,International,Referring,,,,,,,,,,@thetimes,The Times,,UK news,,https://en.wikipedia.org/wiki/The_Times,London,India,United Kingdom,Europe,,
https://timesofindia.indiatimes.com,The Times of India,,News Source,International,Referring,,,,,,,,,,@timesofindia,The Times of India,,,,https://en.wikipedia.org/wiki/The_Times_of_India,Asia,India,India,Asia,,
https://www.thestar.com,The Toronto Star,,News Source,International,Referring,,,,,,,,,,@torontostar,The Toronto Star,,,,https://en.wikipedia.org/wiki/Toronto_Star,Toronto,Canada,Canada,NAmerica,,
http://www.tripolipost.com,The Tripoli Post,,News Source,International,Referring,,,,,,,,,,@ResearchSnipers,The Tripoli Post,,Libyan news,,https://en.wikipedia.org/wiki/Tripoli_Post,,Libya,Libya,MENA,,
https://vancouversun.com,The Vancouver Sun,,News Source,International,Referring,,,,,-0.9487,,,,,@VancouverSun,The Vancouver Sun,,,,https://en.wikipedia.org/wiki/Vancouver_Sun,Toronto,Canada,Canada,NAmerica,,
https://pilotonline.com,The Virginian-Pilot,,News Source,International,Referring,,,,,-0.9487,,,,,@virginianpilot,The Virginian-Pilot,,Virginia News,,https://en.wikipedia.org/wiki/The_Virginian-Pilot,Norfolk,,United States,NAmerica,,
https://www.washingtonpost.com,The Washington Post,,News Source,International,Referring,left-center,left-center,mostly liberal,,-0.2568,neutral,-4.18,most reliable,43.73,@washingtonpost,The Washington Post,,,,https://en.wikipedia.org/wiki/The_Washington_Post,Washington,United States,United States,NAmerica,,
www.theweek.in,The Week,,News Source,International,Referring,,,,,,skews left,-8.31,mixed reliabilty,30.98,@TheWeekLive,,,,,,,,India,Asia,,
https://www.kansas.com,The Wichita Eagle,,News Source,International,Referring,,,,,,,,,,@kansasdotcom,The Wichita Eagle,,Kansas news,,https://en.wikipedia.org/wiki/The_Wichita_Eagle,Eagle,United States,United States,NAmerica,,
https://windsorstar.com,The Windsor Star,,News Source,International,Referring,,,,,-0.9487,,,,,@TheWindsorStar,The Windsor Star,,"Windsor, ON news",,https://en.wikipedia.org/wiki/Windsor_Star,Windsor,,Canada,NAmerica,,
http://www.yemenpost.net,The Yemen Times,,News Source,International,Referring,,,,,,,,,,@YemenPostNews,The Yemen Times,,,,https://en.wikipedia.org/wiki/Yemen_Times,,Yemen,Yemen,MENA,,
https://www.theblaze.com/,TheBlaze,,News Source,International,Referring,right,right,consistently conservative,,0.8887,skews right,15.7,mixed reliability,27.34,@theblaze,,,,,https://en.wikipedia.org/wiki/Blaze_Media,Irving,United States,United States,NAmerica,,
https://thirdway.hymnsam.co.uk,Third Way Magazine,,News Source,Christian,Referring,,,,,,,,,,@thirdway,Third Way Magazine,,UK current affairs from a Christian perspective,,https://en.wikipedia.org/wiki/Third_Way_(magazine),Lausanne,Switzerland,United Kingdom,Europe,,
https://time.com/,Time,,News Source,International,Referring,left-center,,,Leans Liberal,,neutral,-4.35,most reliable,42.7,@Time,,,,,https://en.wikipedia.org/wiki/Time_(magazine),New York City,United States,United States,NAmerica,,
https://www.timescolonist.com,Times Colonist,,News Source,International,Referring,,,,,,,,,,@timescolonist,Times Colonist,,"BC news, Victoria based",,https://en.wikipedia.org/wiki/Times_Colonist,Victoria,Canada,Canada,NAmerica,,
https://timesofoman.com,Times of Oman,,News Source,International,Referring,,,,,-0.9487,,,,,@timesofoman,Times of Oman,,,,https://en.wikipedia.org/wiki/Times_of_Oman,,Oman,Oman,MENA,,
https://www.timesunion.com,Times Union,,News Source,International,Referring,,,,,,,,,,@timesunion,Times Union,,"Albany, NY",,,,,United States,NAmerica,,
https://www.touchstonemag.com,Touchstone Magazine,,News Source,Christian,Referring,,,,,,,,,,@touchstonemag,Touchstone Magazine,,Pan-Christian news from conservative POV,,https://en.wikipedia.org/wiki/Touchstone_(magazine),,,United States,NAmerica,,
https://towardfreedom.org,Toward Freedom,,News Source,International,Referring,,,,,-0.9984,,,,,@TowardFreedom,Toward Freedom,,"Progressive news outlet, based in America",,,,,United States,NAmerica,,
http://www.tradearabia.com,Trade Arabia,,News Source,International,Referring,,,,,,,,,,@tradearabia,Trade Arabia,,ME business news,,https://en.wikipedia.org/wiki/Sky_News_Arabia,Abu Dhabi,,Bahrain,MENA,,
https://en.trend.az,Trend News,,News Source,International,Referring,,,,,,,,,,@trend_en,Trend News,,Caucaus news,,https://en.wikipedia.org/wiki/Trend_News_Agency,,Azerbaijan,Azerbaijan,MENA,,
https://truthout.org,Truth Out,,News Source,International,Referring,left,,,,-0.9984,hyper-partisan left,-24.4,mixed reliability,24.07,@truthout,Truth Out,,"Us based leftist news, independent",,,,,United States,NAmerica,,
https://www.tulsaworld.com,Tulsa World,,News Source,International,Referring,,,,,,,,,,@tulsaworld,Tulsa World,,,,https://en.wikipedia.org/wiki/Tulsa_World,Tulsa,,United States,NAmerica,,
https://www.tap.info.tn,Tunis Afrique Presse,,News Source,Wire,Referring,,,,,,,,,,@AgenceTAP,Tunis Afrique Presse,,Tunisian news agency,,https://en.wikipedia.org/wiki/Tunis_Afrique_Presse,Tunis,Tunisia,Tunisia,MENA,,
http://www.hurriyetdailynews.com,Turkish Daily News,,News Source,International,Referring,,,,,,,,,,@HDNER,Turkish Daily News,,Turkey,,,,,Turkey,MENA,,
https://www.ts.fi,Turun Sanomat,,News Source,International,Referring,,,,,,,,,,@turunsanomat,Turun Sanomat,,Finnish news,,https://en.wikipedia.org/wiki/Turun_Sanomat,Turku,Finland,Finland,Europe,,
tyden.cz,Týden,,News Source,International,Referring,,,,,,,,,,@Tydencz,,,,,,,,Czech Republic,Europe,,
usnews.com,U.S. News & World Report,,News Source,International,Referring,,,,,-0.9487,,,,,@usnews,,,,,,,,USA,NAmerica,,
https://www.ucanews.com,Union of Catholic Asian News,,News Source,Christian,Referring,,,,,,,,,,@Ucanews,Union of Catholic Asian News,,News agency in Asia focusing on Catholic news,,https://en.wikipedia.org/wiki/Union_of_Catholic_Asian_News,Asia,Hong Kong,Hong Kong,Asia,,
http://www.una-oic.org,Union of Organization of Islamic Countries News Agencies,,News Source,Wire,Referring,,,,,,,,,,@IINANews_En,,,,,https://en.wikipedia.org/wiki/Union_of_OIC_News_Agencies,Jeddah,Saudi Arabia,Saudi Arabia,MENA,,
http://www.uniindia.com,United News of India,,News Source,International,Referring,,,,,,,,,,@uniindianews,United News of India,,Indian national news,,https://en.wikipedia.org/wiki/United_News_of_India,March,India,India,Asia,,
https://www.upi.com,United Press International,,News Source,Wire,Referring,,,,,,,,,,@upi,United Press International,,,,https://en.wikipedia.org/wiki/United_Press_International,,,United States,NAmerica,,
https://www.usatoday.com,USA Today,,News Source,International,Referring,center,center,mixed,Moderate,-0.0635,neutral,-2.03,most reliable,46.07,@usatoday,USA Today, ,Us gossip,,https://en.wikipedia.org/wiki/USA_Today,McLean,United States,United States,NAmerica,,
https://veja.abril.com.br,Veja,,News Source,International,Referring,,,,,,,,,,@VEJA,,,,,,,,Brazil,LAmerica,,
visao.sapo.pt,Visão,,News Source,International,Referring,,,,,,,,,,@Visao_pt,,,,,,,,Portugal,Europe,,
https://www.insidevoa.com,Voice of America,,News Source,International,Referring,,,,,,neutral,-5.78,most reliable,47.31,@insidevoa,Voice of America,,US politics/news,,,,,United States,NAmerica,,
https://www.vomcanada.com,Voice of the Martyrs Canada,,News Source,Christian,Referring,,,,,,,,,,@vomc,Voice of the Martyrs Canada,,EPA,,,,,Canada,NAmerica,,
https://www.vox.com,Vox,,News Source,International,Referring,left,left,,,-0.6591,skews left,-8.75,most reliable,41.97,@voxdotcom,Vox, ,Us based news,,https://en.wikipedia.org/wiki/Vox_(website),"Washington, DC",United States,United States,NAmerica,,
https://www.vn.nl/,Vrij Nederland,,News Source,International,Referring,,,,,,,,,,@vrij_nederland,,,,,,,,Netherlands,Europe,,
https://www.wsj.com,Wall Street Journal,,News Source,International,Referring,center,center/right-center,mixed,,-0.0746,neutral,1.89,most reliable,48.33,@WSJ,Wall Street Journal,,,,https://en.wikipedia.org/wiki/The_Wall_Street_Journal,New York,United States,United States,NAmerica,,
https://freegovinfo.info,Washington Daybook,,News Source,International,Referring,,,,,,,,,,,Washington Daybook,,US gov. updates (independently run),,,,,United States,NAmerica,,
http://washingtonjewishweek.com/,Washington Jewish Week,,News Source,Jewish,Referring,,,,,,,,,,@WJWeek,Washington Jewish Week,,Washington-Based News Outlet,Pro-Israel,https://en.wikipedia.org/wiki/Washington_Jewish_Week,Rockville,,United States,NAmerica,,
https://www.weaselzippers.us,Weasel Zippers,,News Source,International,Referring,,,,,,,,,,@weaselzippers,Weasel Zippers,,US news crawler?,,,,,United States,NAmerica,,
https://www.wellandtribune.ca,Welland Tribune,,News Source,International,Referring,,,,,,,,,,@WellandTribune,Welland Tribune,,"St. Catharines, ON news",,https://en.wikipedia.org/wiki/Welland_Tribune,Welland,,Canada,NAmerica,,
https://www.westhawaiitoday.com,West Hawaii Today,,News Source,International,Referring,,,,,,,,,,@westhawaiitoday,West Hawaii Today,,Hawaii news,,https://en.wikipedia.org/wiki/West_Hawaii_Today,,,United States,NAmerica,,
https://www.whittierdailynews.com,Whittier Daily News,,News Source,International,Referring,,,,,,,,,,@WhittierNews,Whittier Daily News,,Southern Cali news,,https://en.wikipedia.org/wiki/Whittier_Daily_News,Whittier,,United States,NAmerica,,
https://www.winnipegfreepress.com,Winnipeg Free Press,,News Source,International,Referring,,,,,,,,,,@WinnipegNews,Winnipeg Free Press,,Winnipeg/Manitoba news,,https://en.wikipedia.org/wiki/Winnipeg_Free_Press,Winnipeg,Canada,Canada,NAmerica,,
https://www.jewishchronicle.org/,Wisconsin Jewish Chronicle,,News Source,Jewish,Referring,,,,,,,,,,@WIJewish,Wisconsin Jewish Chronicle,,Wisconsin-Based News Outlet,Pro-Israel,https://en.wikipedia.org/wiki/Wisconsin_Jewish_Chronicle,Milwaukee,,United States,NAmerica,,
world.wng.org ,World,,News Source,International,Referring,,,,,,,,,,@WNGdotorg,,,,,,,,USA,NAmerica,,
https://www.wsws.org,World Socialist Website,,News Source,International,Referring,,,,,,,,,,@WSWS_Updates,World Socialist Website,,Int. socialist news,,https://en.wikipedia.org/wiki/World_Socialist_Web_Site,,Oak Park,United States,NAmerica,,
https://www.worldwatchmonitor.org,World Watch Monitor,,News Source,Christian,Referring,,,,,,,,,,@wwmonitor,World Watch Monitor,,International Christian news/watchdog for Chris. persecution,,,,,United States,NAmerica,,
https://www.worthynews.com,Worth News,,News Source,Christian,Referring,,,,,,,,,,@worthynews,Worth News,,"Int. Christian news, Israel prominent",,,,,United States,NAmerica,,
https://www.wyomingnews.com,Wyoming News,,News Source,International,Referring,,,,,,,,,,@WTEnews,Wyoming News,,Wyoming news,,,,,United States,NAmerica,,
http://www.xinhuanet.com,Xinhua,,News Source,Wire,Referring,,,,,,,,,,@XHNews,Xinhua,,Chinese news agency,,https://en.wikipedia.org/wiki/Xinhua_News_Agency,Beijing,China,China,Asia,,
https://yated.com/,Yated Ne'eman,,News Source,Jewish,Referring,,,,,,,,,,@RealYated,Yated Ne'eman,,New Jersey-Based News Outlet,Pro-Israel,,New Jersey,United States,United States,NAmerica,,
https://www.sabanew.net/,Yemen News Agency,,News Source,Wire,Referring,,,,,,,,,,@sabanew_,,,State media,,https://en.wikipedia.org/wiki/Saba_News_Agency,,Yemen,Yemen,MENA,,
