Source,Name,RSS feed URLs (where available),Type,Topic,Source or Referring 2,Editorial Slant,AllSides Rating,Pew Rating,BU_Libraries_ideology_score,Facebook_paper_ideology_score,AdFontes Bias,AdFontes Bias Score,AdFontes Reliability,AdFontes Reliability Score,Associated Twitter Handle,Associated Publisher,Text Aliases,Description,Position (if explicit),wiki_url,wiki_summary_city,wiki_summary_country,Country,Region,Twitter_bio,Est number of pages
http://972mag.com/,972mag,,News Source,,Source,left,,,,,,,,,@972mag,972Mag,972mag|972 Mag|972 Magazine,,,https://en.wikipedia.org/wiki/%2B972_Magazine,Tel Aviv,Israel,Israel,MENA,,
http://israelnationalnews.com/,Arutz 7 - English,,News Source,,Source,right,,,,,,,,,@ArutzSheva_En,Arutz 7,Arutz 7|Israel National News,,,https://en.wikipedia.org/wiki/Arutz_Sheva,,,Israel,MENA,,
http://inn.co.il/,Arutz 7 - Hebrew,,News Source,,Source,right,,,,,,,,,@arutz7heb,Arutz 7,ערוץ 7,,,https://en.wikipedia.org/wiki/Arutz_Sheva,,,Israel,MENA,,
http://calcalist.co.il/,Calcalist,,News Source,,Source,center,,,,,,,,,@calcalist,Yediot,Calcalist|כלכליסט,,,https://en.wikipedia.org/wiki/Calcalist,,Israel,Israel,MENA,,
https://www.debka.com/,Debka File - English,,News Source,,Source,right,,,,,,,,,@debkafile|@debka_english,Debka File,Debka File,,,,,,Israel,MENA,,
http://debka.co.il/,Debka File - Hebrew,,News Source,,Source,right,,,,,,,,,@debka_hebrew,Debka File,תיק דבקה,,,,,,Israel,MENA,,
http://globes.co.il/,Globes,,News Source,,Source,center,,,,,,,,,@globesnews,Globes,גלובס,,,,,,Israel,MENA,,
http://en.globes.co.il,Globes - English,,News Source,,Source,center,,,,,,,,,@GlobesEnglish,Globes,,,,,,,Israel,MENA,,
http://haaretz.com/,Haaretz - English,,News Source,,Source,left-center,,,,,,,,,@haaretzcom,Haaretz,Haaretz|Ha'aretz,,,https://en.wikipedia.org/wiki/Haaretz,,Israel,Israel,MENA,,376850
http://haaretz.co.il/,Haaretz - Hebrew,,News Source,,Source,left-center,,,,,,,,,@Haaretz,Haaretz,הארץ,,,https://en.wikipedia.org/wiki/Haaretz,,Israel,Israel,MENA,,
http://israelhayom.com/,Israel Hayom - English,,News Source,,Source,right,,,,,,,,,@IsraelHayomEng,Israel Hayom,Israel Hayom|IsraelHayom,,,https://en.wikipedia.org/wiki/Israel_Hayom,,Israel,Israel,MENA,,
http://israelhayom.co.il/,Israel Hayom - Hebrew,,News Source,,Source,right,,,,,,,,,@IsraelHayomHeb,Israel Hayom,ישראל היום,,,https://en.wikipedia.org/wiki/Israel_Hayom,,Israel,Israel,MENA,,
http://gpoeng.gov.il,Israeli Government Press Office - English,,News Source,,Source,center,,,,,,,,,,Israeli Government Press Office,Israeli Government Press Office,,,,,,Israel,MENA,,
http://gpo.gov.il,Israeli Government Press Office - Hebrew,,News Source,,Source,,,,,,,,,,@GPOIsrael,Israeli Government Press Office,"לשכת האיתונות הממשלתלית|לע""ם",,,,,,Israel,MENA,,
http://jpost.com/,Jerusalem Post,,News Source,,Source,right-center,,,,,,,,,@Jerusalem_Post|@JPostOpinion,Jerusalem Post,Jerusalem Post|Jpost,,,https://en.wikipedia.org/wiki/The_Jerusalem_Post,Jerusalem,,Israel,MENA,,
http://www.jdn.co.il/,Jewish Ultra-Orthodox News,,News Source,,Source,right-center,,,,,,,,,@JDNfeed,HaModia,Jewish Ultra-Orthodox News,,,,,,Israel,MENA,,
https://www.maariv.co.il/,Maariv,,News Source,,Source,right-center,,,,,,,,,@maarivonline,Jerusalem Post,Maariv|Ma'ariv|מעריב,,,,,,Israel,MENA,,
http://makorrishon.co.il/,Makor Rishon,,News Source,,Source,right,,,,,,,,,@MakorRishon,Israel Hayom,Makor Rishon,,,https://en.wikipedia.org/wiki/Makor_Rishon,,Israel,Israel,MENA,,
https://news.walla.co.il/,Walla News,,News Source,,Source,center,,,,,,,,,@WallaNews,Jerusalem Post,Walla,,,,,,Israel,MENA,,
http://nocamels.com,Nocamels,,News Source,,Source,,,,,-0.9487,,,,,@NoCamels,Nocamels,Nocamels,,,,,,Israel,MENA,,
http://shmuelrosner.com,Shmuel Rosner,,News Source,,Source,center,,,,-0.9487,,,,,@rosnersdomain,Shmuel Rosner,Shmuel Rosner|rosnersdomain,,,https://en.wikipedia.org/wiki/Shmuel_Rosner,,United States,Israel,MENA,,
http://mekomit.co.il,Sikha Mekomit,,News Source,,Source,left,,,,,,,,,@mekomit,972Mag,sikha mekomit|שיחה מקומית,,,,,,Israel,MENA,,
http://themarker.com/,The Marker,,News Source,,Source,center,,,,,,,,,@TheMarker,Haaretz,TheMarker,,,https://en.wikipedia.org/wiki/TheMarker,,Israel,Israel,MENA,,
http://timesofisrael.com/,Times of Israel,,News Source,,Source,center,,,,,,,,,@TimesofIsrael,Times of Israel,Times of Israel,,,https://en.wikipedia.org/wiki/The_Times_of_Israel,Along,Israel,Israel,MENA,,
http://ynetnews.com/,Ynet - English,,News Source,,Source,center,,,,,,,,,@ynetnews,Yediot,Ynet|Yediot|Yedioth|ynetnews,,,https://en.wikipedia.org/wiki/Ynet,,,Israel,MENA,,409850
http://ynet.co.il/,Ynet - Hebrew,,News Source,,Source,center,,,,,,,,,@ynetalerts,Yediot,ידיעות אחרונות,,,https://en.wikipedia.org/wiki/Ynet,,,Israel,MENA,,
http://yediot.co.il,Yediot,,News Source,,Source,center,,,,,,,,,@YediotAhronot,Yediot,,The web domain of the print edition of the newspaper,,,,,Israel,MENA,,
http://zman.co.il,Zman Israel,,News Source,,Source,center,,,,,,,,,@ZmanIsrael,Times of Israel,Zman Israel|ZmanIsrael,,,https://en.wikipedia.org/wiki/The_Times_of_Israel,Along,Israel,Israel,MENA,,
http://hamodia.com/,HaModia,,News Source,,Source,right-center,,,,,,,,,@HamodiaUS,HaModia,HaModia,,,https://en.wikipedia.org/wiki/Hamodia,Jerusalem,United States,United States,NAmerica,,
https://www.i24news.tv/,i24 News,,News Source,,Source,center,,,,,,,,,@i24NEWS_EN,i24 News,i24,,,,,,Israel,MENA,,
https://en.mida.org.il/,Mida,,News Source,,Source,right,,,,,,,,,@MidaWebsite,Mida,Mida,"מגזין אינטרנטי חדשותי ואינטלקטואלי, אשר שם לו למטרה להעמיד לרשות הציבור מידע ועמדות שאינן שכיחות בשיח הרווח באמצעי התקשורת בישראל",,,,,Israel,MENA,,
https://www.bhol.co.il/,Bechadrei Charedim,,News Source,,Source,,,,,,,,,,@behadrei_bhol,Bekhadrei Kharedim,,,,,,,Israel,MENA,,
https://arn.ps/,Ajyal,,,,Source,,,,,,,,,,@Ajyal_FM,Ajyal Radio Network,ARN|Ajyal Radio|Radio Ajyal|Ajyal Radio Network|شبكة أجيال الإذاعية|راديو أجيال|إذاعة أجيال|أجيال أف أم,,,,,,Palestine,MENA,,
https://24fm.ps/,24Fm,,,,Source,,,,,,,,,,@24fmpalestine,,Radio 24 FM|24 FM|Radio 24FM|إذاعة ٢٤ أف أم| راديو ٢٤| راديو ٢٤ أف أم| إذاعة ٢٤| ٢٤ أف أم,,,,,,Palestine,MENA,,
https://jerusalem.24fm.ps/,Jerusalem24,,,,Source,,,,,,,,,,@J24FMPalestine,24FM,Jerusalem 24|Radio Jerusalem24|Radio Jerusalem 24,,,,,,Palestine,MENA,,
https://www.radionisaa.ps/,Radio Nisaa,,,,Source,,,,,,,,,,@radionisaa,,Radio Nisa'|Nisaa FM|Radio Nisaa FM|Radio Nisa' FM|راديو نساء أف أم|نساء أف أم|راديو نساء| إذاعة نساء|إذاعة نساء أف أم| إذاعة نساء,,,,,,Palestine,MENA,,
https://www.raya.ps/,Raya Network,,,,Source,,,,,,,,,,@RayaFM,,Radio Raya|Raya Radio|Raya FM|Raya News Network|إذاعة راية|راديو راية|راية أف أم|شبكة راية الإعلامية,,,,,,Palestine,MENA,,
https://alaqsavoice.ps/,alaqsa voice,,,,Source,H,,,,,,,,,@Alaqsavoice,,Sawt Al Aqsa|Sawt Alaqsa|Sawt Al-Aqsa|Al Aqsa Voice|Alaqsa Voice|Al-Aqsa Voice|إذاعة صوت الأقصى|راديو صوت الأقصى,,,,,,Palestine,MENA,,
https://shaabradio.ps/,Sawt ashaab,,,,Source,PF,,,,,,,,,@shaabradio,,Sawt Al Shaab|Sawt Alshaab|Sawt Al Sha'b|Sawt Alsha'b|Voice of the People Radio|إذاعة صوت الشعب|راديو صوت الشعب,,,,,,Palestine,MENA,,
https://www.rb2000.ps/,Bethlehem 2000,,,,Source,,,,,,,,,,@RB2000ps,,Radio Bethlehem 2000|RB2000|Bethlehem 2000 FM|Bethlehem 2000 Radio|راديو بيت لحم ٢٠٠٠|إذاعة بيت لحم ٢٠٠٠,,,,,,Palestine,MENA,,
https://asravoice.ps/,Asra Voice,,,,Source,,,,,,,,,,@asrafm107,,Prisoners' Voice|Sawt Al Asra|Sawt Alasra| Asravoice Radio|إذاعة صوت الأسرى|راديو صوت الأسرى,,,,,,Palestine,MENA,,
https://www.alhaya.ps/ar,Alhayat Aljadida,,,,Source,PA,,,,,,,,,@alhaya_ps,,Al-Hayat al-Jadida|Al Hayat Al Jadida|Alhayat Aljadida|Al Hayat Newspaper|Al Haya Newspaper|Alhaya Newspaper|الحياة الجديدة|جريدة الحياة الجديدة|صحيفة الحياة الجديدة,,,,,,Palestine,MENA,,
https://www.al-ayyam.ps/,Al Ayyam,,,,Source,,,,,,,,,,@Alayyampppdc,,Al-Ayyam Newspaper|Alayyam Newspaper|Al Ayyam Newspaper|جريدة الأيام الفلسطينية|جريدة الأيام|صحيفة الأيام|صحيفة الأيام الفلسطينية,,,,,,Palestine,MENA,,
https://www.alquds.com/ar,Al Quds,,,,Source,,,,,,,,,,@alqudsnewspaper,,Al-Quds Newspaper|Al Quds Newspaper|Alquds Newspaper|جريدة القدس| صحيفة القدس|جريدة القدس الفلسطينية|صحيفة القدس الفلسطينية,,,,,,Palestine,MENA,,
https://www.alhadath.ps/,Al Hadath,,,,Source,,,,,,,,,,@Alhadath_news1,,Al-Hadath|Alhadath|Al Hadath|Al-Hadath Newspaper|Al Hadath Newspaper|Alhadath Newspaper|صحيفة الحدث|جريدة الحدث,,,,,,Palestine,MENA,,
https://felesteen.news/,Felesteen,,,,Source,,,,,,,,,,@pl24online,,Palestine Newspaper|Felestin Newspaper|Filistin Newspaper|Falastin Newspaper|جريدة فلسطين|صحيفة فلسطين,,,,,,Palestine,MENA,,
https://alresalah.ps/,Alresalah,,,,Source,,,,,,,,,,,,Alresala Newspaper|Al Resalah Newspaper|Al Resala Newspaper|صحيفة الرسالة|جريدة الرسالة,,,,,,Palestine,MENA,,
https://www.kul-alarab.com/,Kul al-Arab,,,,Source,,,,,,,,,,@arab48news,,Kul al Arab|kul alarab|kul al-Arab|جريدة كل العرب|صحيفة كل العرب,,,,,,Israel,MENA,,
https://wattan.net/ar/,Wattan,,,,Source,,,,,,,,,,@WattanNews,,Wattan TV|Wattan News Agency|تلفزيون وطن|وكالة وطن للأنباء|وكالة وطن,,,,,,Palestine,MENA,,
https://www.maannews.net/,Maan News Agency,,,,Source,,,,,,,,,,@MaanNewsAgency,,Ma'an News|Ma'an News Agency|Maan News|موقع معاً|وكالة معاً الإخبارية|وكالة معاً|موقع معا|وكالة معا| وكالة معا الإخبارية,,,,,,Palestine,MENA,,
http://www.maannews.com/,Ma'an News Agency,,News Source,,Source,,,,,,,,,,@MaanNewsArabic,Ma'an News Agency,Ma'an News|Maan News,,,https://en.wikipedia.org/wiki/Ma%27an_News_Agency,,,Palestine,MENA,,
https://safa.ps/,Palestinian Press Agency - Safa,,,,Source,,,,,,,,,,@SafaPs,,Palestinian Press Agency|Safa|Palestinianian Press Agency: Safa|وكالة الصحافة الفلسطينية|صفا|وكالة الصحافة الفلسطينية: صفا|وكالة الصحافة الفلسطينية - صفا,,,,,,Palestine,MENA,,
https://shehabnews.com/,Shehab News Agency,,,,Source,,,,,,,,,,@ShehabAgency,,Shehab News|وكالة شهاب الإخبارية|موقع شهاب|وكالة شهاب للأنباء,,,,,,Palestine,MENA,,
https://qudsn.co/,Quds News Network,,,,Source,,,,,,,,,,@qudsn,Quds News Network,Quds News|شبكة قدس|شبكة قدس الإعلامية|شبكة قدس الإخبارية,,,,,,Palestine,MENA,,
https://qudsnen.co/,Quds News Network (english),,,,Source,,,,,,,,,,@Qudsn_en,Quds News Network,,,,,,,Palestine,MENA,,
https://www.pbc.ps/,Palestine Broadcasting Corporation,,,,Source,Palestinian Authority,,,,,,,,,@palestinetv95,,Palestine TV|Voice of Palestine|PBC|The Palestinian Broadcasting Corporation|Voice of Palestine Radio|إذاعة صوت فلسطين|راديو صوت فلسطين|تلفزيون فلسطين|الهيئة العامة للإذاعة والتلفزيون الفلسطينية|هيئة الإذاعة والتلفزيون الفلسطينية,,,,,,Palestine,MENA,,
https://wafa.ps/,Wafa,,,,Source,PLO,,,,,,,,,@WAFA_PS,Wafa (Palestinian News and Information),وكالة الأنباء الفلسطينية|وكالة الأنباء الفلسطينية (وفا)|وفا|وكالة الأنباء الفلسطينية - وفا|وكالة الأنباء الفلسطينية: وفا,,,,,,Palestine,MENA,,
http://english.wafa.ps/,Wafa English,,,,Source,,,,,,,,,,@WAFANewsEnglish,Wafa (Palestinian News and Information),Palestinian News & Information Agency (WAFA)|Palestinian News & Information Agency - WAFA|Palestinian News & Information Agency: WAFA|Palestinian News & Information Agency-WAFA|Palestinian News & Information Agency,,,,,,Palestine,MENA,,
https://paltodaytv.com/,Palestine Today TV,,,,Source,IJ (not officially),,,,,,,,,@Paltodaytv,Palestine Today TV,Felesteen Al Yawm|Felesteen Al-Yawm|Felesteen Alyawm|Filistin Al Yawm|Filistin Al-Yawm|Filistin Alyawm|Falastin Al Yawm|Falastin Al-Yawm|Falastin Alyawm|Palestine Today TV|Palestine Today Television| فضائية فلسطين اليوم|تلفزيون فلسطين اليوم|قناة فلسطين اليوم|محطة فلسطين اليوم|فلسطين اليوم,,,,,,Lebanon,MENA,,
https://seraj.tv/,Al-Aqsa TV,,,,Source,H,,,,,,,,,@SerajSat,Al Aqsa TV,Al Aqsa TV|Alaqsa TV|Seraj Sat|Seraj TV|قناة الأقصى|فضائية الأقصى|تلفزيون الأقصى,,,,,,,,,
https://www.arab48.com/,Arab 48,,,,Source,,,,,,,,,,@arab48website,,Arab48|Fus-ha|Fusha|عرب ٤٨|عرب٤٨|موقع عرب ٤٨|موقع عرب٤٨|مجلة فسحة,,,,,,Israel,MENA,,
https://ultrapal.ultrasawt.com/,Ultra Pal,,,,Source,,,,,,,,,,@palestineultra,Ultra Sawt,UltraPal|Ultra Palestine|Ultrasawt-Palestine|Ultrasawt: Palestine|Ultrapalestine|ألترابال|ألترا بال|ألترا فلسطين|ألتراصوت - فلسطين|ألترا صوت - فلسطين|ألترا صوت: فلسطين|ألتراصوت: فلسطين,,,,,,Qatar|Palestine,MENA,,
https://www.rommanmag.com/,Romman,,,,Source,,,,,,,,,,@rommancultural,,Romman Magazine|Romman Online Magazine|RommanMag|Romman Cultural Magazine|مجلة رمان|موقع رمان|مجلة رمان الإلكترونية|رمان|رمان الثقافية|مجلة رمان الثقافية,,,,,,Palestine|Syria|Lebanon,MENA,,
https://hadfnews.ps/,AlHadaf Bawabeh,,,,Source,PF,,,,,,,,,@hadafps,,Alhadaf News|Al-Hadaf News|Al Hadaf News|Al Hadaf Magazine|Al-Hadaf magazine|Alhadaf Magazine|Al-hadaf Journal|Al Hadaf Journal|Alhadaf Journal|Al-hadaf Newspaper|Al Hadaf Newspaper|Alhadaf Newspaper|Hadaf News|بوابة الهدف الإخبارية|جريدة الهدف|مجلة الهدف|موقع الهدف|,,,,,,Palestine|Lebanon,MENA,,
http://pnn.ps/,Palestine News Network,,,,Source,,,,,,,,,,@pnn_network,Palestine News Network,شبكة فلسطين الإخبارية,,,,,,Palestine,MENA,,
http://english.pnn.ps/,Palestine News Network - English,,,,Source,,,,,,,,,,@pnnenglish,Palestine News Network,Palestine News network (PNN)|Palestine News Network-PNN|Palestine News Network - PNN|Palestine News Network: PNN|PNN,,,,,,Palestine,MENA,,
https://metras.co/,Metras,,,,Source,,,,,,,,,,@MetrasWebsite,,متراس,,,,,,Turkey,MENA,,
https://alqastal.info/,alqastal,,,,Source,,,,,,,,,,@AlQastalps,,al qastal|al-qastal|Al qastal News|Al-qastal News|Alqastal News|القسطل|موقع القسطل,,,,,,Palestine,MENA,,
https://aljarmaq.net/,aljarmaq,,,,Source,,,,,,,,,,@aljarmaqnet,,al jarmaq|al-Jarmaq|Al Jarmaq News|Al-Jarmaq News|Aljarmaq News|الجرمق|موقع الجرمق,,,,,,Israel?,MENA,,
https://paltoday.ps/ar/,Palestine Today,,,,Source,,,,,,,,,,@paltoday,,Felesteen Al Yawm|Felesteen Al-Yawm|Felesteen Alyawm|Palestine Today| موقع فلسطين اليوم|فلسطين اليوم,,,,,,Lebanon,MENA,,
https://www.gaza48.com/,GAZA NEWS 48,,News Source,,Source,,,,,,,,,,@MousaNews,GAZA NEWS 48,Gaza News 48|GazaNews48,News Outlet in Palestine,Pro-Palestine,,,Palestine,Palestine,MENA,,
http://palestinechronicle.com/,Palestine Chronicle,,News Source,,Source,,,,,,,,,,@PalestineChron,Palestine Chronicle,Palestine Chronicle,,,,,,Palestine,MENA,,
,AL Fajr,,,,,,,,,,,,,,,,Al-Fajr|Alfajr|Al-Fajr Newspaper|Alfajr Newspaper|Al Fajr Newspaper|جريدة الفجر|صحيفة الفجر,,,,,,Palestine,MENA,,
,Al Tali'a,,,,,CPP,,,,,,,,,,,Al Tali'a|Al-Tali'a|altali'a|جريدة الطليعة|صحيفة الطليعة|الطليعة,,,,,,Palestine,MENA,,
,Al Ittihad,,,,,CPI,,,,,,,,,,,Al-Ittihad|Alittihad|Al-Ittihad Newspaper|Alittihad Newspaper|Al Ittihad Newspaper|جريدة الاتحاد|صحيفة الاتحاد|الاتحاد,,,,,,Israel,MENA,,
,ALWIHDA,,,,,,,,,,,,,,,,Al-Wehdeh|Al Wehdeh|Alwehdeh|Al-Wihdeh|Al Wihdeh|Alwihdeh|Al-Wehda|Al Wehda|Alwehda|Al-Wihda|Al Wihda|Alwihda|جريدة الوحدة|صحيفة الوحدة,,,,,,Palestine,MENA,,
,Asha'b,,,,,,,,,,,,,,,,Al Shaab|Al-Shaab|Alshaab|Ashaab|Al Shaab Newspaper|Al-Shaab Newspaper|Alshaab Newspaper|Ashaab Newspaper|صحيفة الشعب|جريدة الشعب|الشَعب|جريدة الشّعب|صحيفة الشّعب,,,,,,Palestine,MENA,,
,Fasl Al Maqal,,,,,Tajammou',,,,,,,,,,,Fasl almaqal|Fasl Al-Maqal|Fasl Al Maqal|Fasl almakal|Fasl Al-Makal|Fasl Al Makal|Fasel almaqal|Fasel Al-Maqal|Fasel Al Maqal|Fasel almakal|Fasel Al-Makal|Fasel Al Makal|فصل المقال|صحيفة فصل المقال|جريدة فصل المقال,,,,,,Israel,MENA,,
,Filistin al Thawra,,,,,PLO,,,,,,,,,,,Filistin al-Thawra|Filistin althawra|Felesteen al-Thawra|Felesteen althawra|Falastin al-Thawra|Falastin althawra|Falastin al-Thawra|فلسطين الثورة|مجلة فلسطين الثورة|جريدة فلسطين الثورة|صحيفة فلسطين الثورة,,,,,,Lebanon,MENA,,
,Alhadaf,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.palestine-studies.org/en/blogs/all2,Palestine Square,,,,,,,,,,,,,,@PalStudies,Institue for Palestine Studies,,,,,,,,,,
http://www.bisan.org/category/%d8%a2%d8%b1%d8%a7%d8%a1-%d9%81%d9%8a-%d8%a7%d9%84%d8%b1%d8%a7%d9%87%d9%86/?lang=ar,Opinions in the Present,,,,,,,,,,,,,,,Bisan Center for Research and Development,,,,,,,,,,
https://www.alhaq.org/,Alhaq,,,,,,,,,,,,,,@alhaq_org,,,,,,,,,,,
https://www.addameer.org/,Addameer,,,,,,,,,,,,,,,,ADDAMEER Prisoner Support and Human Rights Association,,,,,,,,,
https://www.madarcenter.org/,Madar: The Palestinian Center for Israeli Studies,,,,,,,,,,,,,,@madar_center,Alayyam Newspaper|Madar: the Palestinian Center for Israeli Studies,Israeli Scene Appendix|المشهد الإسرائيلي|ملحق المشهد الإسرائيلي,,,,,,,,,
,Health Relief,,,,,,,,,,,,,,,,,,,,,,,,,
,Agricultural Relief ,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.badil.org/,BADIL Resource Center for Palestinian Residency and Refugee Rights,,,,,,,,,,,,,,,,,,,,,,,,,
https://al-shabaka.org/en/,Alshabaka,,,,,,,,,,,,,,@AlShabaka,,,,,,,,,,,
https://www.ichr.ps/,The Independent Commission For Human Rights,,,,,,,,,,,,,,@ICHR_Pal,,,,,,,,,,,
https://www.dci-palestine.org/,Defense for Children International - Palestine (DCIP),,,,,,,,,,,,,,,,,,,,,,,,,
https://www.uawc-pal.org/,The Union of Agricultural Work Committees (UAWC),,,,,,,,,,,,,,,,,,,,,,,,,
http://www.hwc-pal.org/arabic.php,Health Work Committees,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.paljourneys.org/en,Pal Journeys,,,,,,,,,,,,,,,the Palestinian Museum|Institute for Palestine Studies,,,,,,,,,,
,Adalah,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.tvnz.co.nz/one-news,1 NEWS,,News Source,International,Referring,,,,,,,,,,@1NewsNZ,Live News,,New Zealand news,,https://en.wikipedia.org/wiki/Fox_News_Live,,,New Zealand,Oceania,,
https://7days.ru,7DAYS,,News Source,International,Referring,,,,,,,,,,@7days_ru,7DAYS,,Russian news,,https://en.wikipedia.org/wiki/7days,Moscow,Russia,Russia,Europe,,
https://www.aamulehti.fi,Aamulehti,,News Source,International,Referring,,,,,,,,,,@aamulehti,Aamulehti,,Finnish news,,https://en.wikipedia.org/wiki/Aamulehti,Tampere,Finland,Finland,Europe,,
https://abcnews.go.com/,ABC News,,News Source,International,Referring,left-center,left-center,mixed,,-0.1605,neutral,-1.85,most reliable,49.47,@ABC,ABC,,,,https://en.wikipedia.org/wiki/ABC_News,New York City,United States,United States,NAmerica,,
https://www.aberdeennews.com,Aberdeen News,,News Source,International,Referring,,,,,,,,,,@AberdeenNews,Aberdeen News,,South Dakota news,,https://en.wikipedia.org/wiki/The_American_News,Aberdeen,United States,United States,NAmerica,,
https://www.ad.nl,AD,,News Source,International,Referring,,,,,,,,,,@ADnl,AD,,Dutch Daily,,https://en.wikipedia.org/wiki/Algemeen_Dagblad,Rotterdam,Netherland,Netherland,Europe,,
https://www.adnkronos.com,Adnkronos,,News Source,Wire,Referring,,,,,,,,,,@Adnkronos,Adnkronos,,Italian news agency,,https://en.wikipedia.org/wiki/Adnkronos,Rome,Italy,Italy,Europe,,
https://africanmanager.com,African Manager,,News Source,International,Referring,,,,,-0.9487,,,,,@AfricanManager,African Manager,,Tunisian news agency in French (oh the irony),,,,Tunisia,Tunisia,MENA,,
https://www.afp.com/,Agence France Presse,,News Source,Wire,Referring,,,,,,,,,,@AFP,Agence France Presse,,,,https://en.wikipedia.org/wiki/Agence_France-Presse,Paris,France,France,Europe,,
https://www.agi.it,AGI,,News Source,Wire,Referring,,,,,,,,,,@Agenzia_Italia,AGI,,Italian news agency,,https://en.wikipedia.org/wiki/Agenzia_Giornalistica_Italia,Rome,Italy,Italy,Europe,,
https://www.alarab.com,Al Arab,,News Source,International,Referring,,,,,,,,,,@alarabqatar,Al Arab,,"UAE newspaper, in arabic",,https://en.wikipedia.org/wiki/Al-Arab,London,United Kingdom,United Kingdom,Europe,,
https://www.alarabiya.net,Al Arabiya,,News Source,International,Referring,,,,,,,,,,@AlArabiya,Al Arabiya,,,,https://en.wikipedia.org/wiki/Al_Arabiya,Dubai,United Arab Emirates,United Arab Emirates,MENA,,
https://www.alaraby.co.uk,Al Araby Al Jadeed,,News Source,International,Referring,,,,,,,,,,@alaraby_ar,Al Araby Al Jadeed,,Pan-arab media network based in London,,https://en.wikipedia.org/wiki/The_New_Arab,London,United Kingdom,United Kingdom,Europe,,
https://www.albawaba.com/,Al Bawaba,,News Source,International,Referring,,,,,,,,,,@AlBawabaEnglish,Al Bawaba,,"Middle East Information, New Media and Technology",Pro-Palestine,https://en.wikipedia.org/wiki/Al_Bawaba,Amman,Jordan,Jordan,MENA,,
https://alghad.com,Al Ghad,,News Source,International,Referring,,,,,-0.9487,,,,,@AlghadNews,Al Ghad,,"Egyptian news, in Arabic",,https://en.wikipedia.org/wiki/Al_Ghad,Amman,Jordan,Jordan,MENA,,
https://www.aljazeera.com/,Al Jazeera,,News Source,International,Referring,left-center,left-center,mostly liberal,,-0.7362,neutral,-3.71,most reliable,49.47,@AJEnglish,Al Jazeera, ,,,https://en.wikipedia.org/wiki/Al_Jazeera,Doha,Qatar,Qatar,MENA,,"347,000"
http://almashareq.com,Al Shorfa,,News Source,International,Referring,,,,,-0.9487,,,,,@AlMashareqEN,Al Shorfa,,Iraq news,,,,,Iraq,MENA,,
http://english.ahram.org.eg/,Al-Ahram ,,News Source,International,Referring,,,,,,,,,,@ahramonline,Al-Ahram Weekly,,Cairo - based,,https://en.wikipedia.org/wiki/Al-Ahram_Weekly,Cairo,Egypt,Egypt,MENA,,
https://www.al-akhbar.com,Al-Akhbar,,News Source,International,Referring,,,,,,,,,,@AlakhbarNews,Al-Akhbar,,all in arabic,,https://en.wikipedia.org/wiki/Al_Akhbar_(Lebanon),Beirut,Lebanon,Lebanon,MENA,,
http://www.aps.dz,Algeria Press Service,,News Source,Wire,Referring,,,,,,,,,,@APS_DZ,Algeria Press Service,,,,https://en.wikipedia.org/wiki/Algeria_Press_Service,Algiers,Algeria,Algeria,MENA,,
http://aljazeerah.info/,Al-Jazeerah,,News Source,International,Referring,,,,,,,,,,,Al-Jazeerah,,US-based Online News Portal,Pro-Palestine,,Dalton,United States,United States,NAmerica,,
https://allafrica.com,All Africa,,News Source,International,Referring,,,,,-0.9487,,,,,@allafrica,All Africa,,,,https://en.wikipedia.org/wiki/AllAfrica,Cape Town,South Africa,South Africa,Africa,,
https://www.al-monitor.com,Al-Monitor,,News Source,International,Referring,,,,,,,,,,@AlMonitor,Al-Monitor,,International News Outlet,Pro-Palestine,https://en.wikipedia.org/wiki/Al-Monitor,Washington,United States,United States,NAmerica,,
https://www.alternet.org,Alternet,,News Source,International,Referring,left,left,,,-0.8804,hyper-partisan left,-19.16,somewhat unreliable,21.4,@AlterNet,RawStory, ,"US based leftist news, independent",,https://en.wikipedia.org/wiki/AlterNet,,,United States,NAmerica,,
https://www.ambito.com,Ambito Financiero,,News Source,International,Referring,,,,,,,,,,@Ambitocom,Ambito Financiero,,"Argentinian news, in SP",,https://en.wikipedia.org/wiki/%C3%81mbito_Financiero,Buenos Aires,Argentina,Argentina ,LAmerica,,
https://www.americanisraelite.com/,American Israelite,,News Source,Jewish,Referring,,,,,,,,,,@AmIsraelite,American Israelite,,Ohio-Based News Outlet,Pro-Israel,https://en.wikipedia.org/wiki/The_American_Israelite,Cincinnati,United States,United States,NAmerica,,
https://www.adn.com,Anchorage Daily News,,News Source,International,Referring,,,,,,,,,,@adndotcom,Anchorage Daily News,,Alaska news,,https://en.wikipedia.org/wiki/Anchorage_Daily_News,Anchorage,United States,United States,NAmerica,,
https://www.aa.com.tr,Andalou Agency,,News Source,International,Referring,,,,,,,,,,@anadoluagency,Andalou Agency,,Turkish news,,https://en.wikipedia.org/wiki/Anadolu_Agency,Ankara,Turkey,Turkey,MENA,,
https://www.anp.nl,ANP Infonet,,News Source,International,Referring,,,,,,,,,,@anp,ANP Infonet,,"Dutch news, in dutch",,https://en.wikipedia.org/wiki/Algemeen_Nederlands_Persbureau,The Hague,Neatherland,Neatherland,Europe,,
